date_key,year,month_number,month_name,day_name,week_of_year,is_weekend,quarter
2024-10-18,2024,10,October,Friday,42,False,4
2024-10-19,2024,10,October,Saturday,42,True,4
2024-10-20,2024,10,October,Sunday,42,True,4
2024-10-21,2024,10,October,Monday,43,False,4
2024-10-22,2024,10,October,Tuesday,43,False,4
2024-10-23,2024,10,October,Wednesday,43,False,4
2024-10-24,2024,10,October,Thursday,43,False,4
2024-10-25,2024,10,October,Friday,43,False,4
2024-10-26,2024,10,October,Saturday,43,True,4
2024-10-27,2024,10,October,Sunday,43,True,4
2024-10-28,2024,10,October,Monday,44,False,4
2024-10-29,2024,10,October,Tuesday,44,False,4
2024-10-30,2024,10,October,Wednesday,44,False,4
2024-10-31,2024,10,October,Thursday,44,False,4
2024-11-01,2024,11,November,Friday,44,False,4
2024-11-02,2024,11,November,Saturday,44,True,4
2024-11-03,2024,11,November,Sunday,44,True,4
2024-11-04,2024,11,November,Monday,45,False,4
2024-11-05,2024,11,November,Tuesday,45,False,4
2024-11-06,2024,11,November,Wednesday,45,False,4
2024-11-07,2024,11,November,Thursday,45,False,4
2024-11-08,2024,11,November,Friday,45,False,4
2024-11-09,2024,11,November,Saturday,45,True,4
2024-11-10,2024,11,November,Sunday,45,True,4
2024-11-11,2024,11,November,Monday,46,False,4
2024-11-12,2024,11,November,Tuesday,46,False,4
2024-11-13,2024,11,November,Wednesday,46,False,4
2024-11-14,2024,11,November,Thursday,46,False,4
2024-11-15,2024,11,November,Friday,46,False,4
2024-11-16,2024,11,November,Saturday,46,True,4
2024-11-17,2024,11,November,Sunday,46,True,4
2024-11-18,2024,11,November,Monday,47,False,4
2024-11-19,2024,11,November,Tuesday,47,False,4
2024-11-20,2024,11,November,Wednesday,47,False,4
2024-11-21,2024,11,November,Thursday,47,False,4
2024-11-22,2024,11,November,Friday,47,False,4
2024-11-23,2024,11,November,Saturday,47,True,4
2024-11-24,2024,11,November,Sunday,47,True,4
2024-11-25,2024,11,November,Monday,48,False,4
2024-11-26,2024,11,November,Tuesday,48,False,4
2024-11-27,2024,11,November,Wednesday,48,False,4
2024-11-28,2024,11,November,Thursday,48,False,4
2024-11-29,2024,11,November,Friday,48,False,4
2024-11-30,2024,11,November,Saturday,48,True,4
2024-12-01,2024,12,December,Sunday,48,True,4
2024-12-02,2024,12,December,Monday,49,False,4
2024-12-03,2024,12,December,Tuesday,49,False,4
2024-12-04,2024,12,December,Wednesday,49,False,4
2024-12-05,2024,12,December,Thursday,49,False,4
2024-12-06,2024,12,December,Friday,49,False,4
2024-12-07,2024,12,December,Saturday,49,True,4
2024-12-08,2024,12,December,Sunday,49,True,4
2024-12-09,2024,12,December,Monday,50,False,4
2024-12-10,2024,12,December,Tuesday,50,False,4
2024-12-11,2024,12,December,Wednesday,50,False,4
2024-12-12,2024,12,December,Thursday,50,False,4
2024-12-13,2024,12,December,Friday,50,False,4
2024-12-14,2024,12,December,Saturday,50,True,4
2024-12-15,2024,12,December,Sunday,50,True,4
2024-12-16,2024,12,December,Monday,51,False,4
2024-12-17,2024,12,December,Tuesday,51,False,4
2024-12-18,2024,12,December,Wednesday,51,False,4
2024-12-19,2024,12,December,Thursday,51,False,4
2024-12-20,2024,12,December,Friday,51,False,4
2024-12-21,2024,12,December,Saturday,51,True,4
2024-12-22,2024,12,December,Sunday,51,True,4
2024-12-23,2024,12,December,Monday,52,False,4
2024-12-24,2024,12,December,Tuesday,52,False,4
2024-12-25,2024,12,December,Wednesday,52,False,4
2024-12-26,2024,12,December,Thursday,52,False,4
2024-12-27,2024,12,December,Friday,52,False,4
2024-12-28,2024,12,December,Saturday,52,True,4
2024-12-29,2024,12,December,Sunday,52,True,4
2024-12-30,2024,12,December,Monday,1,False,4
2024-12-31,2024,12,December,Tuesday,1,False,4
