department_id,arrival_date,shift_type,patient_count,avg_wait_minutes,avg_satisfaction,shift_date,nurses_on_shift,doctors_on_shift,patients_per_nurse,department_name,target_wait_minutes
1,2024-01-12,Afternoon,38,38.86052631578948,3.210526315789474,2024-01-12,10,4,3.8,Emergency,30
1,2024-01-12,Morning,35,39.98571428571429,3.342857142857143,2024-01-12,9,4,3.888888888888889,Emergency,30
1,2024-01-12,Night,9,22.577777777777776,4.111111111111111,2024-01-12,5,2,1.8,Emergency,30
1,2024-01-13,Afternoon,40,37.97,3.375,2024-01-13,11,4,3.6363636363636362,Emergency,30
1,2024-01-13,Morning,36,34.40833333333333,3.5277777777777777,2024-01-13,11,3,3.272727272727273,Emergency,30
1,2024-01-13,Night,5,23.3,4.0,2024-01-13,6,2,0.8333333333333334,Emergency,30
1,2024-01-14,Afternoon,29,31.70689655172414,3.5172413793103448,2024-01-14,10,4,2.9,Emergency,30
1,2024-01-14,Morning,35,34.26285714285714,3.657142857142857,2024-01-14,11,5,3.1818181818181817,Emergency,30
1,2024-01-14,Night,8,20.5625,3.875,2024-01-14,6,3,1.3333333333333333,Emergency,30
1,2024-01-15,Afternoon,38,40.997368421052634,3.1578947368421053,2024-01-15,9,4,4.222222222222222,Emergency,30
1,2024-01-15,Morning,29,34.717241379310344,3.310344827586207,2024-01-15,9,4,3.2222222222222223,Emergency,30
1,2024-01-15,Night,4,15.125,3.5,2024-01-15,6,2,0.6666666666666666,Emergency,30
1,2024-01-16,Afternoon,31,31.36774193548387,3.7096774193548385,2024-01-16,11,5,2.8181818181818183,Emergency,30
1,2024-01-16,Morning,24,29.412499999999998,3.5416666666666665,2024-01-16,9,4,2.6666666666666665,Emergency,30
1,2024-01-16,Night,5,23.54,3.8,2024-01-16,5,2,1.0,Emergency,30
1,2024-01-17,Afternoon,31,33.93870967741936,3.7419354838709675,2024-01-17,10,4,3.1,Emergency,30
1,2024-01-17,Morning,37,37.92702702702702,3.5675675675675675,2024-01-17,10,4,3.7,Emergency,30
1,2024-01-17,Night,8,23.525,4.0,2024-01-17,5,2,1.6,Emergency,30
1,2024-01-18,Afternoon,26,30.484615384615385,3.6153846153846154,2024-01-18,10,4,2.6,Emergency,30
1,2024-01-18,Morning,28,32.739285714285714,3.4285714285714284,2024-01-18,10,4,2.8,Emergency,30
1,2024-01-18,Night,9,27.033333333333335,3.6666666666666665,2024-01-18,4,2,2.25,Emergency,30
1,2024-01-19,Afternoon,44,46.184090909090905,3.340909090909091,2024-01-19,9,4,4.888888888888889,Emergency,30
1,2024-01-19,Morning,32,33.46875,3.40625,2024-01-19,11,4,2.909090909090909,Emergency,30
1,2024-01-19,Night,3,16.8,4.333333333333333,2024-01-19,5,2,0.6,Emergency,30
1,2024-01-20,Afternoon,46,45.14565217391304,3.282608695652174,2024-01-20,10,4,4.6,Emergency,30
1,2024-01-20,Morning,33,33.481818181818184,3.6666666666666665,2024-01-20,11,4,3.0,Emergency,30
1,2024-01-20,Night,7,19.900000000000002,3.857142857142857,2024-01-20,6,2,1.1666666666666667,Emergency,30
1,2024-01-21,Afternoon,38,37.01578947368421,3.3421052631578947,2024-01-21,11,4,3.4545454545454546,Emergency,30
1,2024-01-21,Morning,32,32.734375,3.71875,2024-01-21,11,4,2.909090909090909,Emergency,30
1,2024-01-21,Night,11,27.11818181818182,3.8181818181818183,2024-01-21,6,2,1.8333333333333333,Emergency,30
1,2024-01-22,Afternoon,43,42.08372093023256,3.4186046511627906,2024-01-22,10,5,4.3,Emergency,30
1,2024-01-22,Morning,30,34.166666666666664,3.2666666666666666,2024-01-22,9,5,3.3333333333333335,Emergency,30
1,2024-01-22,Night,6,18.383333333333336,4.166666666666667,2024-01-22,5,3,1.2,Emergency,30
1,2024-01-23,Afternoon,33,33.44242424242424,3.515151515151515,2024-01-23,11,4,3.0,Emergency,30
1,2024-01-23,Morning,32,35.678125,3.875,2024-01-23,10,4,3.2,Emergency,30
1,2024-01-23,Night,6,23.866666666666664,3.5,2024-01-23,4,2,1.5,Emergency,30
1,2024-01-24,Afternoon,33,32.27272727272727,3.393939393939394,2024-01-24,11,3,3.0,Emergency,30
1,2024-01-24,Morning,41,44.646341463414636,3.2195121951219514,2024-01-24,9,4,4.555555555555555,Emergency,30
1,2024-01-24,Night,6,17.8,3.8333333333333335,2024-01-24,5,2,1.2,Emergency,30
1,2024-01-25,Afternoon,31,33.725806451612904,3.6774193548387095,2024-01-25,10,4,3.1,Emergency,30
1,2024-01-25,Morning,22,27.40909090909091,3.727272727272727,2024-01-25,10,5,2.2,Emergency,30
1,2024-01-25,Night,3,16.400000000000002,3.6666666666666665,2024-01-25,5,2,0.6,Emergency,30
1,2024-01-26,Afternoon,32,36.065625,3.21875,2024-01-26,9,4,3.5555555555555554,Emergency,30
1,2024-01-26,Morning,35,36.59714285714286,3.257142857142857,2024-01-26,10,5,3.5,Emergency,30
1,2024-01-26,Night,4,12.4,3.0,2024-01-26,5,3,0.8,Emergency,30
1,2024-01-27,Afternoon,45,43.022222222222226,3.2,2024-01-27,10,4,4.5,Emergency,30
1,2024-01-27,Morning,32,35.790625,3.53125,2024-01-27,10,4,3.2,Emergency,30
1,2024-01-27,Night,14,29.392857142857142,3.5714285714285716,2024-01-27,5,2,2.8,Emergency,30
1,2024-01-28,Afternoon,47,44.84255319148936,3.3404255319148937,2024-01-28,10,5,4.7,Emergency,30
1,2024-01-28,Morning,42,41.71666666666666,3.3333333333333335,2024-01-28,10,5,4.2,Emergency,30
1,2024-01-28,Night,12,30.71666666666667,3.75,2024-01-28,5,2,2.4,Emergency,30
1,2024-01-29,Afternoon,35,35.222857142857144,3.5428571428571427,2024-01-29,10,4,3.5,Emergency,30
1,2024-01-29,Morning,24,27.283333333333335,3.9166666666666665,2024-01-29,10,4,2.4,Emergency,30
1,2024-01-29,Night,5,13.180000000000001,3.8,2024-01-29,5,2,1.0,Emergency,30
1,2024-01-30,Afternoon,36,38.455555555555556,3.5,2024-01-30,10,4,3.6,Emergency,30
1,2024-01-30,Morning,36,37.12222222222223,3.5555555555555554,2024-01-30,10,4,3.6,Emergency,30
1,2024-01-30,Night,10,28.310000000000002,4.2,2024-01-30,5,2,2.0,Emergency,30
1,2024-01-31,Afternoon,34,33.53823529411765,3.5588235294117645,2024-01-31,11,5,3.090909090909091,Emergency,30
1,2024-01-31,Morning,40,40.165,3.0,2024-01-31,10,4,4.0,Emergency,30
1,2024-01-31,Night,6,21.400000000000002,4.166666666666667,2024-01-31,5,2,1.2,Emergency,30
1,2024-02-01,Afternoon,38,35.04736842105263,3.5526315789473686,2024-02-01,11,4,3.4545454545454546,Emergency,30
1,2024-02-01,Morning,31,33.04838709677419,3.4193548387096775,2024-02-01,10,4,3.1,Emergency,30
1,2024-02-01,Night,4,20.55,3.5,2024-02-01,5,3,0.8,Emergency,30
1,2024-02-02,Afternoon,38,37.123684210526314,3.3421052631578947,2024-02-02,10,5,3.8,Emergency,30
1,2024-02-02,Morning,49,45.504081632653055,3.0816326530612246,2024-02-02,10,4,4.9,Emergency,30
1,2024-02-02,Night,7,20.62857142857143,3.142857142857143,2024-02-02,5,2,1.4,Emergency,30
1,2024-02-03,Afternoon,47,37.67659574468085,3.3617021276595747,2024-02-03,12,3,3.9166666666666665,Emergency,30
1,2024-02-03,Morning,28,33.075,3.5,2024-02-03,10,3,2.8,Emergency,30
1,2024-02-03,Night,8,22.1375,3.5,2024-02-03,5,2,1.6,Emergency,30
1,2024-02-04,Afternoon,42,36.3,3.3095238095238093,2024-02-04,12,4,3.5,Emergency,30
1,2024-02-04,Morning,35,36.85142857142857,3.2857142857142856,2024-02-04,10,5,3.5,Emergency,30
1,2024-02-04,Night,6,19.95,3.8333333333333335,2024-02-04,7,3,0.8571428571428571,Emergency,30
1,2024-02-05,Afternoon,35,34.98285714285714,3.5142857142857142,2024-02-05,11,4,3.1818181818181817,Emergency,30
1,2024-02-05,Morning,34,43.188235294117646,3.0588235294117645,2024-02-05,8,4,4.25,Emergency,30
1,2024-02-05,Night,12,26.116666666666664,3.75,2024-02-05,5,3,2.4,Emergency,30
1,2024-02-06,Afternoon,35,37.46,3.1714285714285713,2024-02-06,10,4,3.5,Emergency,30
1,2024-02-06,Morning,25,26.627999999999997,3.96,2024-02-06,11,4,2.272727272727273,Emergency,30
1,2024-02-06,Night,4,15.1,4.0,2024-02-06,6,3,0.6666666666666666,Emergency,30
1,2024-02-07,Afternoon,37,37.32972972972973,3.27027027027027,2024-02-07,10,4,3.7,Emergency,30
1,2024-02-07,Morning,31,35.63548387096775,3.4193548387096775,2024-02-07,9,4,3.4444444444444446,Emergency,30
1,2024-02-07,Night,5,15.319999999999999,4.2,2024-02-07,6,1,0.8333333333333334,Emergency,30
1,2024-02-08,Afternoon,43,45.86046511627907,2.953488372093023,2024-02-08,9,4,4.777777777777778,Emergency,30
1,2024-02-08,Morning,35,37.065714285714286,3.5428571428571427,2024-02-08,10,4,3.5,Emergency,30
1,2024-02-08,Night,4,19.275,4.25,2024-02-08,4,3,1.0,Emergency,30
1,2024-02-09,Afternoon,42,38.35476190476191,3.3095238095238093,2024-02-09,11,4,3.8181818181818183,Emergency,30
1,2024-02-09,Morning,44,39.800000000000004,3.2954545454545454,2024-02-09,11,4,4.0,Emergency,30
1,2024-02-09,Night,11,29.327272727272728,3.4545454545454546,2024-02-09,5,2,2.2,Emergency,30
1,2024-02-10,Afternoon,25,29.624000000000002,3.76,2024-02-10,10,4,2.5,Emergency,30
1,2024-02-10,Morning,31,34.50322580645161,3.3225806451612905,2024-02-10,10,4,3.1,Emergency,30
1,2024-02-10,Night,10,27.07,4.1,2024-02-10,5,2,2.0,Emergency,30
1,2024-02-11,Afternoon,44,39.89090909090909,3.522727272727273,2024-02-11,11,4,4.0,Emergency,30
1,2024-02-11,Morning,29,32.3551724137931,3.4827586206896552,2024-02-11,11,4,2.6363636363636362,Emergency,30
1,2024-02-11,Night,8,20.475,3.875,2024-02-11,7,2,1.1428571428571428,Emergency,30
1,2024-02-12,Afternoon,31,31.81935483870968,3.4838709677419355,2024-02-12,11,3,2.8181818181818183,Emergency,30
1,2024-02-12,Morning,34,38.73235294117647,3.264705882352941,2024-02-12,9,4,3.7777777777777777,Emergency,30
1,2024-02-12,Night,9,25.833333333333332,3.4444444444444446,2024-02-12,4,2,2.25,Emergency,30
1,2024-02-13,Afternoon,25,30.848000000000003,3.72,2024-02-13,9,4,2.7777777777777777,Emergency,30
1,2024-02-13,Morning,28,32.40714285714286,3.357142857142857,2024-02-13,10,4,2.8,Emergency,30
1,2024-02-13,Night,10,27.78,3.9,2024-02-13,5,3,2.0,Emergency,30
1,2024-02-14,Afternoon,33,34.25151515151515,3.4545454545454546,2024-02-14,10,4,3.3,Emergency,30
1,2024-02-14,Morning,30,33.4,3.5,2024-02-14,10,4,3.0,Emergency,30
1,2024-02-14,Night,2,16.25,4.0,2024-02-14,6,2,0.3333333333333333,Emergency,30
1,2024-02-15,Afternoon,40,42.5925,3.025,2024-02-15,9,3,4.444444444444445,Emergency,30
1,2024-02-15,Morning,28,32.1,3.4642857142857144,2024-02-15,10,4,2.8,Emergency,30
1,2024-02-15,Night,11,29.727272727272727,3.727272727272727,2024-02-15,4,2,2.75,Emergency,30
1,2024-02-16,Afternoon,34,35.71764705882353,3.7058823529411766,2024-02-16,11,4,3.090909090909091,Emergency,30
1,2024-02-16,Morning,44,42.48863636363637,3.3863636363636362,2024-02-16,10,4,4.4,Emergency,30
1,2024-02-16,Night,9,25.57777777777778,3.7777777777777777,2024-02-16,5,2,1.8,Emergency,30
1,2024-02-17,Afternoon,44,41.175000000000004,3.25,2024-02-17,11,5,4.0,Emergency,30
1,2024-02-17,Morning,23,28.482608695652175,3.5217391304347827,2024-02-17,10,4,2.3,Emergency,30
1,2024-02-17,Night,6,20.833333333333332,3.8333333333333335,2024-02-17,6,2,1.0,Emergency,30
1,2024-02-18,Afternoon,39,40.15897435897436,3.1538461538461537,2024-02-18,10,4,3.9,Emergency,30
1,2024-02-18,Morning,33,35.04545454545455,3.5757575757575757,2024-02-18,10,3,3.3,Emergency,30
1,2024-02-18,Night,9,25.977777777777774,3.888888888888889,2024-02-18,5,3,1.8,Emergency,30
1,2024-02-19,Afternoon,41,40.880487804878044,3.4878048780487805,2024-02-19,10,3,4.1,Emergency,30
1,2024-02-19,Morning,32,37.665625,3.53125,2024-02-19,9,4,3.5555555555555554,Emergency,30
1,2024-02-19,Night,2,13.0,4.5,2024-02-19,5,3,0.4,Emergency,30
1,2024-02-20,Afternoon,31,31.458064516129035,3.5483870967741935,2024-02-20,11,4,2.8181818181818183,Emergency,30
1,2024-02-20,Morning,36,37.775000000000006,3.361111111111111,2024-02-20,10,4,3.6,Emergency,30
1,2024-02-20,Night,3,9.066666666666668,4.333333333333333,2024-02-20,6,2,0.5,Emergency,30
1,2024-02-21,Afternoon,38,41.44210526315789,3.289473684210526,2024-02-21,9,3,4.222222222222222,Emergency,30
1,2024-02-21,Morning,26,28.696153846153848,3.576923076923077,2024-02-21,10,4,2.6,Emergency,30
1,2024-02-21,Night,8,27.2125,3.5,2024-02-21,5,2,1.6,Emergency,30
1,2024-02-22,Afternoon,26,30.176923076923078,3.730769230769231,2024-02-22,10,4,2.6,Emergency,30
1,2024-02-22,Morning,17,22.323529411764707,3.9411764705882355,2024-02-22,11,4,1.5454545454545454,Emergency,30
1,2024-02-22,Night,9,21.233333333333334,3.4444444444444446,2024-02-22,6,2,1.5,Emergency,30
1,2024-02-23,Afternoon,35,36.09714285714286,3.2857142857142856,2024-02-23,10,5,3.5,Emergency,30
1,2024-02-23,Morning,52,52.05,3.0,2024-02-23,9,4,5.777777777777778,Emergency,30
1,2024-02-23,Night,9,22.844444444444445,3.5555555555555554,2024-02-23,6,2,1.5,Emergency,30
1,2024-02-24,Afternoon,45,40.65111111111111,3.311111111111111,2024-02-24,11,4,4.090909090909091,Emergency,30
1,2024-02-24,Morning,41,41.35121951219512,3.292682926829268,2024-02-24,10,4,4.1,Emergency,30
1,2024-02-24,Night,16,34.6875,3.5,2024-02-24,5,3,3.2,Emergency,30
1,2024-02-25,Afternoon,39,42.57692307692308,3.1025641025641026,2024-02-25,9,3,4.333333333333333,Emergency,30
1,2024-02-25,Morning,30,31.743333333333332,3.6333333333333333,2024-02-25,11,3,2.727272727272727,Emergency,30
1,2024-02-25,Night,9,24.255555555555556,3.5555555555555554,2024-02-25,6,2,1.5,Emergency,30
1,2024-02-26,Afternoon,33,35.800000000000004,3.484848484848485,2024-02-26,10,4,3.3,Emergency,30
1,2024-02-26,Morning,24,37.18333333333333,3.3333333333333335,2024-02-26,7,4,3.4285714285714284,Emergency,30
1,2024-02-26,Night,5,22.8,3.6,2024-02-26,4,2,1.25,Emergency,30
1,2024-02-27,Afternoon,36,37.358333333333334,3.2777777777777777,2024-02-27,10,4,3.6,Emergency,30
1,2024-02-27,Morning,27,31.31851851851852,3.5555555555555554,2024-02-27,10,4,2.7,Emergency,30
1,2024-02-27,Night,9,23.177777777777777,3.6666666666666665,2024-02-27,6,2,1.5,Emergency,30
1,2024-02-28,Afternoon,31,33.3258064516129,3.4838709677419355,2024-02-28,10,5,3.1,Emergency,30
1,2024-02-28,Morning,23,25.347826086956523,3.652173913043478,2024-02-28,11,4,2.090909090909091,Emergency,30
1,2024-02-28,Night,7,24.17142857142857,4.0,2024-02-28,5,3,1.4,Emergency,30
1,2024-02-29,Afternoon,27,35.25185185185185,3.4814814814814814,2024-02-29,9,4,3.0,Emergency,30
1,2024-02-29,Morning,32,36.59375,3.75,2024-02-29,9,4,3.5555555555555554,Emergency,30
1,2024-02-29,Night,12,26.3,3.8333333333333335,2024-02-29,6,1,2.0,Emergency,30
1,2024-03-01,Afternoon,42,41.85952380952381,3.238095238095238,2024-03-01,10,4,4.2,Emergency,30
1,2024-03-01,Morning,23,31.660869565217393,3.739130434782609,2024-03-01,9,4,2.5555555555555554,Emergency,30
1,2024-03-01,Night,7,26.514285714285712,3.2857142857142856,2024-03-01,5,2,1.4,Emergency,30
1,2024-03-02,Afternoon,29,30.099999999999998,3.5517241379310347,2024-03-02,11,5,2.6363636363636362,Emergency,30
1,2024-03-02,Morning,32,31.69375,3.5625,2024-03-02,11,4,2.909090909090909,Emergency,30
1,2024-03-02,Night,8,25.325,3.875,2024-03-02,5,2,1.6,Emergency,30
1,2024-03-03,Afternoon,35,33.46857142857143,3.5428571428571427,2024-03-03,11,4,3.1818181818181817,Emergency,30
1,2024-03-03,Morning,37,38.15405405405406,3.3783783783783785,2024-03-03,10,4,3.7,Emergency,30
1,2024-03-03,Night,7,19.74285714285714,3.5714285714285716,2024-03-03,6,3,1.1666666666666667,Emergency,30
1,2024-03-04,Afternoon,23,30.660869565217393,3.652173913043478,2024-03-04,9,4,2.5555555555555554,Emergency,30
1,2024-03-04,Morning,21,31.06190476190476,3.380952380952381,2024-03-04,8,4,2.625,Emergency,30
1,2024-03-04,Night,8,21.9625,3.875,2024-03-04,5,2,1.6,Emergency,30
1,2024-03-05,Afternoon,35,37.56285714285715,3.4,2024-03-05,10,3,3.5,Emergency,30
1,2024-03-05,Morning,20,26.660000000000004,3.8,2024-03-05,11,4,1.8181818181818181,Emergency,30
1,2024-03-05,Night,5,18.3,4.4,2024-03-05,5,2,1.0,Emergency,30
1,2024-03-06,Afternoon,26,31.47307692307692,3.5384615384615383,2024-03-06,10,5,2.6,Emergency,30
1,2024-03-06,Morning,28,28.914285714285715,3.7857142857142856,2024-03-06,11,4,2.5454545454545454,Emergency,30
1,2024-03-06,Night,6,21.366666666666664,3.6666666666666665,2024-03-06,5,3,1.2,Emergency,30
1,2024-03-07,Afternoon,20,25.925,3.5,2024-03-07,10,4,2.0,Emergency,30
1,2024-03-07,Morning,12,22.483333333333334,3.75,2024-03-07,9,4,1.3333333333333333,Emergency,30
1,2024-03-07,Night,8,20.0,3.875,2024-03-07,6,2,1.3333333333333333,Emergency,30
1,2024-03-08,Afternoon,21,26.56190476190476,3.6666666666666665,2024-03-08,10,4,2.1,Emergency,30
1,2024-03-08,Morning,31,35.28709677419355,3.4838709677419355,2024-03-08,10,4,3.1,Emergency,30
1,2024-03-08,Night,4,17.15,3.75,2024-03-08,6,2,0.6666666666666666,Emergency,30
1,2024-03-09,Afternoon,31,34.38709677419355,3.7096774193548385,2024-03-09,10,4,3.1,Emergency,30
1,2024-03-09,Morning,28,30.62857142857143,3.4285714285714284,2024-03-09,10,4,2.8,Emergency,30
1,2024-03-09,Night,7,23.928571428571427,3.4285714285714284,2024-03-09,5,3,1.4,Emergency,30
1,2024-03-10,Afternoon,36,35.736111111111114,3.4166666666666665,2024-03-10,11,4,3.272727272727273,Emergency,30
1,2024-03-10,Morning,23,27.2,3.5217391304347827,2024-03-10,11,4,2.090909090909091,Emergency,30
1,2024-03-10,Night,6,20.116666666666667,3.5,2024-03-10,6,2,1.0,Emergency,30
1,2024-03-11,Afternoon,23,30.904347826086955,3.739130434782609,2024-03-11,9,4,2.5555555555555554,Emergency,30
1,2024-03-11,Morning,30,36.13333333333333,3.4,2024-03-11,9,5,3.3333333333333335,Emergency,30
1,2024-03-11,Night,6,19.900000000000002,4.5,2024-03-11,5,2,1.2,Emergency,30
1,2024-03-12,Afternoon,26,29.52692307692308,3.730769230769231,2024-03-12,11,4,2.3636363636363638,Emergency,30
1,2024-03-12,Morning,25,31.68,3.44,2024-03-12,10,3,2.5,Emergency,30
1,2024-03-12,Night,5,19.2,4.6,2024-03-12,5,3,1.0,Emergency,30
1,2024-03-13,Afternoon,32,34.528125,3.53125,2024-03-13,10,5,3.2,Emergency,30
1,2024-03-13,Morning,21,27.32857142857143,3.6666666666666665,2024-03-13,10,4,2.1,Emergency,30
1,2024-03-13,Night,6,22.066666666666666,3.8333333333333335,2024-03-13,6,3,1.0,Emergency,30
1,2024-03-14,Afternoon,29,35.40689655172414,3.5172413793103448,2024-03-14,9,4,3.2222222222222223,Emergency,30
1,2024-03-14,Morning,20,24.44,3.65,2024-03-14,10,4,2.0,Emergency,30
1,2024-03-14,Night,7,20.557142857142857,3.857142857142857,2024-03-14,5,2,1.4,Emergency,30
1,2024-03-15,Afternoon,27,35.166666666666664,3.4074074074074074,2024-03-15,8,4,3.375,Emergency,30
1,2024-03-15,Morning,28,34.025,3.7142857142857144,2024-03-15,9,4,3.111111111111111,Emergency,30
1,2024-03-15,Night,10,27.24,3.3,2024-03-15,5,2,2.0,Emergency,30
1,2024-03-16,Afternoon,35,34.857142857142854,3.4857142857142858,2024-03-16,11,4,3.1818181818181817,Emergency,30
1,2024-03-16,Morning,29,30.66551724137931,3.4827586206896552,2024-03-16,11,5,2.6363636363636362,Emergency,30
1,2024-03-16,Night,9,25.044444444444444,3.7777777777777777,2024-03-16,6,3,1.5,Emergency,30
1,2024-03-17,Afternoon,22,26.75,3.8636363636363638,2024-03-17,11,4,2.0,Emergency,30
1,2024-03-17,Morning,32,33.8875,3.59375,2024-03-17,10,4,3.2,Emergency,30
1,2024-03-17,Night,9,20.688888888888886,4.0,2024-03-17,6,2,1.5,Emergency,30
1,2024-03-18,Afternoon,30,34.769999999999996,3.466666666666667,2024-03-18,9,4,3.3333333333333335,Emergency,30
1,2024-03-18,Morning,19,30.968421052631577,3.4210526315789473,2024-03-18,7,4,2.7142857142857144,Emergency,30
1,2024-03-18,Night,3,10.366666666666667,4.333333333333333,2024-03-18,5,3,0.6,Emergency,30
1,2024-03-19,Afternoon,36,41.733333333333334,3.1666666666666665,2024-03-19,9,4,4.0,Emergency,30
1,2024-03-19,Morning,27,33.459259259259255,3.5925925925925926,2024-03-19,9,4,3.0,Emergency,30
1,2024-03-19,Night,7,20.75714285714286,3.7142857142857144,2024-03-19,5,3,1.4,Emergency,30
1,2024-03-20,Afternoon,33,35.7969696969697,3.5454545454545454,2024-03-20,10,4,3.3,Emergency,30
1,2024-03-20,Morning,23,28.5,3.869565217391304,2024-03-20,10,4,2.3,Emergency,30
1,2024-03-20,Night,1,14.1,4.0,2024-03-20,6,2,0.16666666666666666,Emergency,30
1,2024-03-21,Afternoon,32,37.046875,3.34375,2024-03-21,9,4,3.5555555555555554,Emergency,30
1,2024-03-21,Morning,29,31.448275862068964,3.5172413793103448,2024-03-21,10,4,2.9,Emergency,30
1,2024-03-21,Night,6,19.383333333333333,3.5,2024-03-21,5,3,1.2,Emergency,30
1,2024-03-22,Afternoon,36,38.599999999999994,3.5277777777777777,2024-03-22,10,4,3.6,Emergency,30
1,2024-03-22,Morning,36,39.46388888888889,3.361111111111111,2024-03-22,9,4,4.0,Emergency,30
1,2024-03-22,Night,8,20.8375,3.625,2024-03-22,5,3,1.6,Emergency,30
1,2024-03-23,Afternoon,33,32.23030303030303,3.5757575757575757,2024-03-23,11,4,3.0,Emergency,30
1,2024-03-23,Morning,30,30.84,3.2666666666666666,2024-03-23,10,3,3.0,Emergency,30
1,2024-03-23,Night,7,20.057142857142857,3.857142857142857,2024-03-23,6,3,1.1666666666666667,Emergency,30
1,2024-03-24,Afternoon,28,28.932142857142857,3.8214285714285716,2024-03-24,11,4,2.5454545454545454,Emergency,30
1,2024-03-24,Morning,25,27.844,3.88,2024-03-24,11,4,2.272727272727273,Emergency,30
1,2024-03-24,Night,6,14.65,3.8333333333333335,2024-03-24,7,3,0.8571428571428571,Emergency,30
1,2024-03-25,Afternoon,25,30.348000000000003,3.32,2024-03-25,10,4,2.5,Emergency,30
1,2024-03-25,Morning,23,32.0304347826087,3.8260869565217392,2024-03-25,8,4,2.875,Emergency,30
1,2024-03-25,Night,6,19.866666666666667,4.166666666666667,2024-03-25,6,3,1.0,Emergency,30
1,2024-03-26,Afternoon,32,37.30625,3.53125,2024-03-26,9,5,3.5555555555555554,Emergency,30
1,2024-03-26,Morning,20,28.910000000000004,3.6,2024-03-26,9,4,2.2222222222222223,Emergency,30
1,2024-03-26,Night,8,21.5,3.875,2024-03-26,6,3,1.3333333333333333,Emergency,30
1,2024-03-27,Afternoon,22,27.177272727272726,4.090909090909091,2024-03-27,10,4,2.2,Emergency,30
1,2024-03-27,Morning,16,21.675,3.875,2024-03-27,10,4,1.6,Emergency,30
